smiles_harmonized,BileAcid_delta_count,has_primaryAmine,has_secondaryAmine,has_carboxylicAcid,has_alcohol,has_phenol,has_alkene,has_thiol,has_ester,has_phosphate,has_ketone,has_aldehyde,data_source_is,synonyms,mf,monomass,inchikey,csv_file_name,dbid_Broad,dbid_chembl,dbid_FoodDB,dbid_CyanoMetDB,dbid_drugbank,dbid_drugCentral,dbid_HMDB,dbid_PolyphenolDBc,dbid_PolyphenolDBm,dbid_PubChem,dbid_PubChemLite,dbid_NORMAN,dbid_T3DB,delta_mass_for_BAs,commercially_available
CC#CCCC#CC,39.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2,6-Octadiyne",C8H10,106.078,PHNFSGFUJPBCLS-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136585,136585,,,88.06744,True
COC(=O)C1CCC1,232.0,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite","Methyl cyclobutanecarboxylate, methyl cyclobutanecarboxylate",C6H10O2,114.068,CBTGNLZUIZHUHY-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136594,136594,,,96.05744,True
CC(C)(C)PC(C)(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Di-tert-butylphosphine,C8H19P,146.122,CRHWEIDCXNDTMO-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136643,136643,,,128.11144,True
CC1=CS(=O)(=O)CC1,,0,0,0,0,0,1,0,0,0,0,0,"PubChem, PubChem Lite","4,5-Dihydrothiophene, 1,1-dioxide, 3-methyl-, 4-Methyl-2,3-dihydrothiophene 1,1-dioxide",C5H8O2S,132.025,CVRIUGAFUILOQH-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136676,136676,,,114.01444,True
C#CC1CCCC1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Cyclopentylacetylene,C7H10,94.0783,TXVJSWLZYQMWPC-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136725,136725,,,76.06774,True
COc1ncccn1,26.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-Methoxypyrimidine,C5H6N2O,110.048,YLZYSVYZMDJYOT-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136730,136730,,,92.03744,True
CNc1ccccc1Cl,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-Chloro-N-methylaniline,C7H8ClN,141.035,WGNNILPYHCKCFF-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136736,136736,,,123.02444,True
CCOC(=O)c1cc[nH]c1C,23.0,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite","2-Methyl-1H-pyrrole-3-carboxylic acid ethyl ester, ethyl 2-methyl-1H-pyrrole-3-carboxylate",C8H11NO2,153.079,DJDPDVJJTIGJTE-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136747,136747,,,135.06844,True
Cc1ccccc1CCc1ccccc1C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1-Methyl-2-[2-(2-methylphenyl)ethyl]benzene, 952-80-7",C16H18,210.141,QFEPNMCDSBNJDB-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136769,136769,,,192.13044,True
CC#CC(C)(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","4,4-Dimethyl-2-pentyne",C7H12,96.0939,FOALCTWKQSWRST-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136786,136786,,,78.08334,True
CC(=O)SC(C)(C)C,98.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",S-tert-Butyl thioacetate,C6H12OS,132.061,PJFHXBBYLAVSLJ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136787,136787,,,114.05044,True
CC#CC=O,59.0,0,0,0,0,0,0,0,0,0,0,1,"PubChem, PubChem Lite",2-Butynal,C4H4O,68.0262,REJPDMLLCDXIOV-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136875,136875,,,50.01564,True
Cc1ccnnc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",4-Methylpyridazine,C5H6N2,94.0531,AIKUBOPKWKZULG-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136882,136882,,,76.04254,True
CC1=CCCCC1=O,,0,0,0,0,0,1,0,0,0,1,0,"PubChem, PubChem Lite","2-Methyl-2-cyclohexen-1-one, ",C7H10O,110.073,LKTNAAYQZJAXCJ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136887,"136887, 44629420",,,92.06244,True
CC(=O)CC1CCCC1,,0,0,0,0,0,0,0,0,0,1,0,PubChem,"2-Propanone, 1-cyclopentyl-",C8H14O,126.104,YYJCNNFQNIAISZ-UHFFFAOYSA-N,PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv,,,,,,,,,,136897,,,,108.09344,True
CCCCC#Cc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",1-Phenyl-1-hexyne,C12H14,158.11,VBRLZTLFLNZEPZ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136908,136908,,,140.09944,True
C[Si](C)(C)[Si](C)(C)c1ccccc1,141.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Disilane, pentamethylphenyl-",C11H20Si2,208.11,IVLANTKDSMBTNH-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136910,136910,,,190.09944,True
COC(=O)c1ccc[nH]1,4633.0,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite",Methyl 1H-pyrrole-2-carboxylate,C6H7NO2,125.048,VONGYFFEWFJHNP-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136930,136930,,,107.03744,True
C1Cc2c3c(c4c(c2C1)CCC4)CCC3,6.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Tricyclopentabenzene,C15H18,198.141,KVUKOIJTLDNDDB-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,136946,136946,,,180.13044,True
CCOC(=O)C=C(C(F)(F)F)C(F)(F)F,,0,0,0,0,0,1,0,1,0,0,0,"PubChem, PubChem Lite","Ethyl 4,4,4-trifluoro-3-(trifluoromethyl)crotonate, 1513-60-6",C7H6F6O2,236.027,CULZFNOUPBWSIZ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137047,137047,,,218.01644,True
CC(=O)OCC(F)F,5522.0,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite","2,2-Difluoroethyl acetate, 2,2-difluoroethyl acetate",C4H6F2O2,124.034,PFJLHSIZFYNAHH-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137074,137074,,,106.02344,True
CCc1ccc[nH]1,192.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-Ethylpyrrole,C6H9N,95.0735,XRPDDDRNQJNHLQ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137075,137075,,,77.06294,True
CCc1ccc2ccccc2n1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-Ethylquinoline,C11H11N,157.089,XCIZVKSCLVSDHN-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137113,137113,,,139.07844,True
CC[Si](CC)(CC)[Si](CC)(CC)CC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Disilane, hexaethyl-, hexaethyldisilane",C12H30Si2,230.189,XEJUFRSVJVTIFW-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137128,137128,,,212.17844,True
CCCSCC(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Isobutyl propyl sulfide,C7H16S,132.097,YZCUJPLKGSDCFP-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137188,137188,,,114.08644,True
CCCCCCCCCCC1CCCC1,,0,0,0,0,0,0,0,0,0,0,0,PubChem,Decylcyclopentane,C15H30,210.235,WOUVLFFZQCUYOL-UHFFFAOYSA-N,PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv,,,,,,,,,,137211,,,,192.22444,True
C#Cc1ccccn1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-Ethynylpyridine, 2-ethynylpyridine",C7H5N,103.042,NHUBNHMFXQNNMV-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137268,137268,,,85.03144,True
CCCCCOS(=O)OCCCCC,155.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Diamyl Sulfite,C10H22O3S,222.129,QHKKGWHSXSIVAJ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137299,137299,,,204.11844,True
CCC(C)(C)C=O,1208.0,0,0,0,0,0,0,0,0,0,0,1,"PubChem, PubChem Lite","2,2-Dimethylbutanal",C6H12O,100.089,QYPLKDUOPJZROX-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137426,137426,,,82.07844,True
CCC1=CCCC1,,0,0,0,0,0,1,0,0,0,0,0,"PubChem, PubChem Lite",1-Ethyl-1-cyclopentene,C7H12,96.0939,QYYQTLLGVAPKPN-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137448,137448,,,78.08334,True
C[Si](C)(C)C#Cc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1-Phenyl-2-(trimethylsilyl)acetylene, Trimethyl(phenylethynyl)silane",C11H14Si,174.086,UZIXCCMXZQWTPB-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137464,137464,,,156.07544,True
CNc1ccc2ccccc2c1,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",N-methylnaphthalen-2-amine,C11H11N,157.089,IJNQJQRKLLCLMC-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137505,137505,,,139.07844,True
COc1ccccc1SC,104.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",2-Methoxythioanisole,C8H10OS,154.045,YCUXDIFPTHNTSR-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137577,137577,,,136.03444,True
COC(=O)c1ccc2ccccc2c1,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite",Methyl 2-naphthoate,C12H10O2,186.068,IODOXLXFXNATGI-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137605,137605,,,168.05744,True
CC(C)CC(C)CC(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2,4,6-Trimethylheptane",C10H22,142.172,YNLBBDHDNIXQNL-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137658,137658,,,124.16144,True
COCCC=O,,0,0,0,0,0,0,0,0,0,0,1,"PubChem, PubChem Lite",3-Methoxypropanal,C4H8O2,88.0524,OXGJKCALURPRCN-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137720,137720,,,70.04184,True
CC#CC#CC,1450.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2,4-Hexadiyne",C6H6,78.047,PCTCNWZFDASPLA-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137727,137727,,,60.03644,True
CCN(CC)S(=O)(=O)N(CC)CC,5.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","N,N,N',N'-Tetraethylsulfamide",C8H20N2O2S,208.125,IYIAWAACGTUPCC-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137739,137739,,,190.11444,True
CCCCC(CCCC)c1ccccn1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Pyridine, 2-(1-butylpentyl)-",C14H23N,205.183,YGCMUHWPXXEZCR-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137778,137778,,,187.17244,True
CC(C)(C)C1=CCCCC1,,0,0,0,0,0,1,0,0,0,0,0,"PubChem, PubChem Lite",1-tert-Butyl-1-cyclohexene,C10H18,138.141,GQBKAYONUCKYKT-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,137926,137926,,,120.13044,True
Cc1ccc2cc[nH]c2c1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","6-Methylindole, 1H-Indole, 6-methyl-",C9H9N,131.073,ONYNOPPOVKYGRS-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,137928,137928,NS00015803,,113.06244,True
CC1=CCCC(=O)O1,1364.0,0,0,0,0,0,1,0,1,0,0,0,"PubChem, PubChem Lite","3,4-Dihydro-6-methyl-2H-pyran-2-one",C6H8O2,112.052,DOSOPEZOHKMQPJ-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138034,138034,,,94.04144,True
CCOC(=O)Oc1ccccc1,,0,0,0,0,0,0,0,2,0,0,0,"PubChem, PubChem Lite",Ethyl phenyl carbonate,C9H10O3,166.063,YCNSGSUGQPDYTK-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138067,138067,,,148.05244,True
C[Si](C)(C)[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Tetrakis(trimethylsilyl)silane,C12H36Si5,320.166,BOJSDHZZKKYWAS-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138115,138115,,,302.15544,True
CC(C)(C)S(=O)(=O)c1ccccc1,442.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Phenyl t-butyl sulfone,C10H14O2S,198.071,LGMGPNAOZRUYCD-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138142,138142,,,180.06044,True
CC(C)(C)C(C#N)C#N,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",tert-Butylmalononitrile,C7H10N2,122.084,TUJPHMQZSDKRSL-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138154,138154,,,104.07344,True
CC1C=CC=CC=C1,39.0,0,0,0,0,0,3,0,0,0,0,0,PubChem,7-Methylcycloheptatriene,C8H10,106.078,OQWAEQHNVGGBHL-UHFFFAOYSA-N,PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv,,,,,,,,,,138174,,,,88.06744,True
CC(C)C(=O)C(=O)C(C)C,74.0,0,0,0,0,0,0,0,0,0,2,0,PubChem,"3,4-Hexanedione, 2,5-dimethyl-",C8H14O2,142.099,BANWXFSXYBCSAT-UHFFFAOYSA-N,PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv,,,,,,,,,,138217,,,,124.08844,True
CCCCCCN(CCCCCC)c1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","N,N-Dihexylaniline",C18H31N,261.246,DGYRVXQIGUEFFK-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138236,138236,,,243.23544,True
CCCC(OC)OC,39.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,1-Dimethoxybutane",C6H14O2,118.099,DZKUKLGGGNLHNY-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138260,138260,,,100.08844,True
CCCCOc1ccccc1N,,1,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-Butoxyaniline, 2-butoxyaniline",C10H15NO,165.115,IRTONKUCLPTRNS-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138265,138265,,,147.10444,True
C[Si](C)(C)C#CC#C[Si](C)(C)C,2.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,4-Bis(trimethylsilyl)-1,3-butadiyne, 4526-07-2",C10H18Si2,194.095,LBNVCJHJRYJVPK-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138279,138279,,,176.08444,True
CN(C)c1ccccc1CO,48.0,0,0,0,1,0,0,0,0,0,0,0,PubChem,(2-(Dimethylamino)phenyl)methanol,C9H13NO,151.1,OOKMNUXTRORHIA-UHFFFAOYSA-N,PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv,,,,,,,,,,138325,,,,133.08944,True
C[Si](C)(C)CSC[Si](C)(C)C,2.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Bis(trimethylsilylmethyl) sulfide, 4712-51-0",C8H22SSi2,206.098,GISUCMFTNKRCPF-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138328,138328,,,188.08744,True
CCCCCCNc1ccccc1,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",N-Hexylaniline,C12H19N,177.152,OXHJCNSXYDSOFN-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138340,138340,,,159.14144,True
COC(=O)C#Cc1ccccc1,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite",Methyl phenylpropiolate,C10H8O2,160.052,JFGWPXKGINUNDH-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138378,138378,,,142.04144,True
C#Cc1ccccc1O,,0,0,0,0,1,0,0,0,0,0,0,PubChem,2-Ethynylphenol,C8H6O,118.042,KTLQDZRFPKXZSB-UHFFFAOYSA-N,PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv,,,,,,,,,,138415,,,,100.03144,True
CCCOC(=O)C(C)(C)C,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite",Propyl pivalate,C8H16O2,144.115,QMKUYPGVVVLYSR-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138418,138418,,,126.10444,True
CSC(SC)SC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Tris(methylthio)methane,C4H10S3,153.994,YFMZQCCTZUJXEB-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138491,138491,,,135.98344,True
CC(C)(C)N[Si](C)(C)C,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",N-tert-Butyltrimethylsilylamine,C7H19NSi,145.129,GVHIREZHTRULPT-UHFFFAOYSA-N,"PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,138535,138535,,,127.11844,True
